시도명,지역,품목,대형폐기물구분명,규격,유무료여부,수수료,관리기관명,데이터기준일자,홈페이지,,
서울특별시,양천구,금고(가정용),생활용품류,높이 1m 이상,유료,20000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,금고(가정용),생활용품류,높이 1m 미만,유료,10000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,다리미판,생활용품류,스탠드형,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,다리미판,생활용품류,좌식형,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,대자리(돗자리),생활용품류,3.3㎡당(180cmx180cm),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,도마,생활용품류,가정용,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,마네킹,생활용품류,대형(1m 이상),유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,마네킹,생활용품류,소형(1m 미만),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,목재(나무묶음),생활용품류,판자 1㎡당,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,목재(나무묶음),생활용품류,묶은 지름 30cm 미만,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,목재(나무묶음),생활용품류,묶은 지름 30cm 이상,유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,문짝,생활용품류,1짝(나무),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,문짝,생활용품류,"강화유리(욕실,출입문 등)",유료,8000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,문짝,생활용품류,1짝(유리),유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,물탱크,생활용품류,1톤당,유료,6000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,바둑판,생활용품류,두께 60mm 이상,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,바둑판,생활용품류,두께 60mm 미만,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,병풍,생활용품류,2폭당,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,블라인드,생활용품류,1㎡당(100cmx100cm),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,3륜자전거(아동),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,"보드(스키,스노보드,킥보드)",유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,"스케이트(인라인,스키부츠 등)",유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,"2륜자전거(성인,아동)",유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,아령(5kg당),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,탁구대,유료,10000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,헬스스텝퍼(발판),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,헬스자전거,유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,"전신스트레칭운동기구(거꾸리, 싯업보드 등)",유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,"라켓(테니스,배드민턴)",유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,스포츠용품,생활용품류,골프채(스키폴),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,시계,생활용품류,괘종시계(높이 1m 이상),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,시계,생활용품류,벽걸이 시계,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,시계,생활용품류,괘종시계(높이 1m 미만),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,쌀통,생활용품류,쌀통,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,쓰레기통,생활용품류,"사무실용, 옥외용",유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,쓰레기통,생활용품류,가정용,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,아이스박스,생활용품류,50L 이상,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,아이스박스,생활용품류,30L 이상,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,아이스박스,생활용품류,30L 미만,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,악기류,생활용품류,오르간,유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,악기류,생활용품류,피아노,유료,15000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,악기류,생활용품류,디지털피아노,유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,악기류,생활용품류,"기타,바이올린 등",유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,액자,생활용품류,가장긴면 100cm 이상,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,액자,생활용품류,가장긴면 50cm 이상,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,액자,생활용품류,가장긴면 50cm 미만,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,어항(수족관),생활용품류,가장긴면 2m 이상(영업용),유료,9000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,어항(수족관),생활용품류,가장긴면 1m 미만,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,어항(수족관),생활용품류,가장긴면 30cm 이하,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,어항(수족관),생활용품류,가장긴면 1m 이상,유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,욕실용품,생활용품류,욕실장(유리포함)(폭60cmx높이80cm기준),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,욕실용품,생활용품류,유아욕조,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,욕실용품,생활용품류,욕조,유료,6000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,욕실용품,생활용품류,세면대,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,욕실용품,생활용품류,좌변기,유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,욕실용품,생활용품류,양변기,유료,6000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,유모차(보행기),생활용품류,유모차(일반),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,유모차(보행기),생활용품류,유모차(대형/디럭스),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,유모차(보행기),생활용품류,보행기,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,이불,생활용품류,"일반이불(쿠션,방석,베개 등)",유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,이불,생활용품류,"솜이불(토퍼,바디필로우)",유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장난감(인형)류,생활용품류,길이 50cm미만,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장난감(인형)류,생활용품류,유아용 자동차,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장난감(인형)류,생활용품류,길이 50cm이상,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장난감(인형)류,생활용품류,"유아용 목마,그네",유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장판류,생활용품류,3.3㎡당(180cmx180cm),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장판류,생활용품류,"전기,쿨매트(2인용)",유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장판류,생활용품류,놀이방(폴더)매트(3.3㎡당),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장판류,생활용품류,"옥,자석,온수 등(2인용)",유료,6000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장판류,생활용품류,"옥,자석,온수 등(1인용)",유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,장판류,생활용품류,"전기,쿨매트(1인용)",유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,조명기구,생활용품류,대형(가장긴면 100cm이상),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,조명기구,생활용품류,중형(가장긴면 50cm이상),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,조명기구,생활용품류,소형(가장긴면 50cm미만),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,천막,생활용품류,길이 6m 이상,유료,7000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,천막,생활용품류,길이 6m 미만,유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,카시트,생활용품류,카시트,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,카페트,생활용품류,3.3㎡당(180cmx180cm),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,캣타워,생활용품류,대형(가장긴면 1.5m이상),유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,캣타워,생활용품류,중형(가장긴면 60cm이상),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,캣타워,생활용품류,소형(가장긴면 60cm미만),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,커튼,생활용품류,폭1m x 높이2m당,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,커튼봉,생활용품류,커튼봉,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,타이어,생활용품류,소형(지름 60cm 미만),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,타이어,생활용품류,대형(지름 110cm 이상),유료,10000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,타이어,생활용품류,중형(지름 60cm 이상),유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,태양광 폐패널,생활용품류,가정용(20kg기준),유료,7000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,텐트,생활용품류,4인용 이하,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,텐트,생활용품류,5인용 이상,유료,4000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,파티션,생활용품류,1㎡당(100cmx100cm),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,폐소화기,생활용품류,3.3kg 미만,유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,폐소화기,생활용품류,3.3kg,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,폐소화기,생활용품류,6.5kg,유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,폐소화기,생활용품류,20kg 이상,유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,항아리,생활용품류,대형(가장긴면 50cm이상),유료,5000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,항아리,생활용품류,소형(가장긴면 30cm미만),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,항아리,생활용품류,중형(가장긴면 30cm이상),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,화분,생활용품류,중형(가장긴면 30cm이상),유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,화분,생활용품류,소형(가장긴면 30cm미만),유료,1000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,화분,생활용품류,화환(경조사),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,화분,생활용품류,대형(가장긴면 50cm이상),유료,3000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,양천구,환풍기,생활용품류,배기후드,유료,2000,서울특별시 양천구청,2024-08-31,스마트클린 양천,,
서울특별시,노원구,일반의자,가구류,3인용 이상,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반의자,가구류,2인용,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반의자,가구류,1인용,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,바퀴달린 의자,가구류,"대형(중역의자,게이밍의자 등)",유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,바퀴달린 의자,가구류,"일반형(사무용,학생용,메쉬의자 등)",유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,바퀴달린 의자,가구류,소형(받침 없는 의자),유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,장의자(벤치형),가구류,4인용 이상,유료,9000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,장의자(벤치형),가구류,3인용,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,장의자(벤치형),가구류,2인용,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,장의자(벤치형),가구류,피아노의자,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,좌식의자/간이의자,가구류,모든 규격,유료,1000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,회전의자(바의자),가구류,모든 규격,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,안락의자,가구류,1인용,유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,미용실 샴푸의자,가구류,세면대 포함,유료,8000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,미용실 샴푸의자,가구류,세면대 제외,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,파라솔의자,가구류,모든 규격,유료,1000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,스툴의자,가구류,일반형,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,스툴의자,가구류,소파형(가로60cm이상),유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,스툴의자,가구류,소파형(가로60cm미만),유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,의자 허리받침대,가구류,모든 규격,유료,1000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm이하),가구류,4인용 이상,유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm이하),가구류,3인용,유료,8000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm이하),가구류,2인용,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm이하),가구류,1인용,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm초과),가구류,4인용 이상,유료,15000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm초과),가구류,3인용,유료,11000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm초과),가구류,2인용,유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반소파(너비80cm초과),가구류,1인용,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,빈백소파,가구류,긴 면이1m이상,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,빈백소파,가구류,긴 면이1m미만,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,카우치 소파,가구류,5인용,유료,25000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,카우치 소파,가구류,4인용,유료,20000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,카우치 소파,가구류,3인용,유료,15000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,카우치 소파,가구류,2인용,유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,리클라이너,가구류,3인용(일반소파 혼합형),유료,15000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,리클라이너,가구류,2인용,유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,리클라이너,가구류,1인용,유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,돌소파/흙소파,가구류,4인용,유료,25000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,돌소파/흙소파,가구류,3인용,유료,20000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,돌소파/흙소파,가구류,2인용,유료,15000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,소파 스툴,가구류,가로60cm이상,유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,소파 스툴,가구류,가로60cm미만,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반식탁*유리별도,가구류,8인용,유료,6000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반식탁*유리별도,가구류,6인용,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반식탁*유리별도,가구류,4인용,유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반식탁*유리별도,가구류,"1,2인용",유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(나무다리) *유리별도,가구류,8인용,유료,11000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(나무다리) *유리별도,가구류,6인용,유료,9000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(나무다리) *유리별도,가구류,4인용,유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(나무다리) *유리별도,가구류,"1,2인용",유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(대리석다리) *유리별도,가구류,8인용,유료,15000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(대리석다리) *유리별도,가구류,6인용,유료,13000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(대리석다리) *유리별도,가구류,4인용,유료,11000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,대리석식탁(대리석다리) *유리별도,가구류,"1,2인용",유료,9000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로200㎝이상,유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로200㎝미만,유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로150㎝미만,유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로100㎝미만,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로200㎝이상(하부서랍형),유료,12000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로200㎝미만(하부서랍형),유료,9000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로150㎝미만(하부서랍형),유료,6000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁*유리별도,가구류,가로100㎝미만(하부서랍형),유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로200㎝이상,유료,15000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로200㎝미만,유료,11000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로150㎝미만,유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로100㎝미만,유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로200㎝이상(하부서랍형),유료,17000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로200㎝미만(하부서랍형),유료,13000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로150㎝미만(하부서랍형),유료,9000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,아일랜드식탁(대리석) *유리별도,가구류,가로100㎝미만(하부서랍형),유료,6000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,식탁의자,가구류,1인용,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,식탁상판,가구류,1㎡마다(목재),유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,식탁상판,가구류,1㎡마다(대리석),유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,식탁다리,가구류,목재(개당),유료,500,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,식탁다리,가구류,석재(개당),유료,1000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,좌식탁자*유리별도,가구류,긴 면이1m이상,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,좌식탁자*유리별도,가구류,긴 면이1m미만,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,좌식탁자*유리별도,가구류,긴 면이1m이상(대리석),유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,좌식탁자*유리별도,가구류,긴 면이1m미만(대리석),유료,2500,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,입식탁자*유리별도,가구류,긴 면이1m이상,유료,5000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,입식탁자*유리별도,가구류,긴 면이1m미만,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,입식탁자*유리별도,가구류,긴 면이1m이상(대리석),유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,입식탁자*유리별도,가구류,긴 면이1m미만(대리석),유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,회의용 탁자*유리별도,가구류,10인용,유료,12000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,회의용 탁자*유리별도,가구류,8인용,유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,회의용 탁자*유리별도,가구류,6인용,유료,8000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,회의용 탁자*유리별도,가구류,4인용,유료,6000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,밥상/교자상,가구류,긴 면이1m이상,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,밥상/교자상,가구류,긴 면이1m미만,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,차탁자/다과상,가구류,모든 규격,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,협탁,가구류,대리석 협탁,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,협탁,가구류,일반 협탁,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,코너장,가구류,높이150㎝이상,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,코너장,가구류,높이150㎝미만,유료,2000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,코너장,가구류,높이100㎝미만,유료,1000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,화장대*거울별도,가구류,높이1m이상,유료,4000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,화장대*거울별도,가구류,높이1m미만,유료,3000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,화장대*거울별도,가구류,화장품대(화장품함),유료,1000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,평상,가구류,긴 면이3m이하,유료,20000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,평상,가구류,긴 면이2m이하,유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,야외 나무 테이블(의자포함),가구류,8인 이하,유료,12000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,야외 나무 테이블(의자포함),가구류,4인 이하,유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반책상*유리별도,가구류,h형책상(상판+책장+서랍),유료,10000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
서울특별시,노원구,일반책상*유리별도,가구류,h형책상(상판+책장),유료,7000,서울특별시 노원구청,2024-08-28,스마트클린 노원,,
